
                                  SUMMARY OF ENERGY TRANSFER AT THE SURFACE


                               SOLAR RADIATION                         LONG-WAVE RADIATION
               ------------------------------------------    -----------------------------------------
 DAY HR  YR    CANOPY     SNOW   RESIDUE    SOIL   TOTAL     CANOPY    SNOW   RESIDUE    SOIL    TOTAL  SENSIBLE  LATENT
                KJ/M2    KJ/M2    KJ/M2    KJ/M2    KJ/M2    KJ/M2    KJ/M2    KJ/M2    KJ/M2    KJ/M2    KJ/M2   KJ/M2
 348 19   86       0.       0.       0.       0.       0.       0.       0.       0.      19.      19.     154.    -256.
 348 20   86       0.       0.       0.       0.       0.       0.       0.       0.       6.       6.     152.    -492.
 348 21   86       0.       0.       0.       0.       0.       0.       0.       0.      -5.      -5.     132.    -390.
 348 22   86       0.       0.       0.       0.       0.       0.       0.       0.       9.       9.     189.    -807.
 348 23   86       0.       0.       0.       0.       0.       0.       0.       0.       2.       2.     134.    -488.
 348 24   86       0.       0.       0.       0.       0.       0.       0.       0.      13.      13.     171.    -630.
 349  1   86       0.       0.       0.       0.       0.       0.       0.       0.     -32.     -32.     133.    -574.
 349  2   86       0.       0.       0.       0.       0.       0.       0.       0.     -21.     -21.     203.    -615.
 349  3   86       0.       0.       0.       0.       0.       0.       0.       0.     -12.     -12.     231.    -696.
 349  4   86       0.       0.       0.       0.       0.       0.       0.       0.     -10.     -10.     226.    -180.
 349  5   86       0.       0.       0.       0.       0.       0.       0.       0.     -13.     -13.     244.    -381.
 349  6   86       0.       0.       0.       0.       0.       0.       0.       0.     -14.     -14.     290.    -374.
 349  7   86       0.       0.       0.       0.       0.       0.       0.       0.      24.      24.     400.    -383.
 349  8   86       0.       0.       0.      35.      35.       0.       0.       0.      83.      83.     529.    -517.
 349  9   86       0.       0.       0.     312.     312.       0.       0.       0.      83.      83.     505.     134.
 349 10   86       0.       0.       0.     845.     845.       0.       0.       0.      71.      71.     559.    -413.
 349 11   86       0.       0.       0.     827.     827.       0.       0.       0.      73.      73.     499.    -992.
 349 12   86       0.       0.       0.    1216.    1216.       0.       0.       0.      78.      78.     519.    -942.
 349 13   86       0.       0.       0.    1116.    1116.       0.       0.       0.      47.      47.     389.    -330.
 349 14   86       0.       0.       0.     864.     864.       0.       0.       0.      36.      36.     332.   -1255.
 349 15   86       0.       0.       0.     308.     308.       0.       0.       0.      65.      65.     233.    -490.
 349 16   86       0.       0.       0.      62.      62.       0.       0.       0.      68.      68.      57.     -98.
 349 17   86       0.       0.       0.       3.       3.       0.       0.       0.     -19.     -19.      19.     -64.
 349 18   86       0.       0.       0.       0.       0.       0.       0.       0.     -11.     -11.      20.    -112.
 349 19   86       0.       0.       0.       0.       0.       0.       0.       0.     -47.     -47.       7.     -67.
 349 20   86       0.       0.       0.       0.       0.       0.       0.       0.     -61.     -61.       4.     -75.
 349 21   86       0.       0.       0.       0.       0.       0.       0.       0.     -76.     -76.       1.     -46.
 349 22   86       0.       0.       0.       0.       0.       0.       0.       0.     -67.     -67.      10.    -221.
 349 23   86       0.       0.       0.       0.       0.       0.       0.       0.     -75.     -75.       8.    -322.
 349 24   86       0.       0.       0.       0.       0.       0.       0.       0.     -67.     -67.       5.     -54.
 350  1   86       0.       0.       0.       0.       0.       0.       0.       0.     -49.     -49.       0.     -80.
 350  2   86       0.       0.       0.       0.       0.       0.       0.       0.     -44.     -44.       2.    -153.
 350  3   86       0.       0.       0.       0.       0.       0.       0.       0.     -38.     -38.       8.    -200.
 350  4   86       0.       0.       0.       0.       0.       0.       0.       0.     -33.     -33.      17.    -164.
 350  5   86       0.       0.       0.       0.       0.       0.       0.       0.     -30.     -30.       5.     -72.
 350  6   86       0.       0.       0.       0.       0.       0.       0.       0.     -26.     -26.      17.    -239.
 350  7   86       0.       0.       0.       0.       0.       0.       0.       0.      17.      17.      18.     -58.
 350  8   86       0.       0.       0.      10.      10.       0.       0.       0.      78.      78.      25.     -37.
 350  9   86       0.       0.       0.      93.      93.       0.       0.       0.      94.      94.      73.     -61.
 350 10   86       0.       0.       0.     274.     274.       0.       0.       0.     103.     103.     114.     -10.
 350 11   86       0.       0.       0.     460.     460.       0.       0.       0.     107.     107.     112.       9.
 350 12   86       0.       0.       0.     491.     491.       0.       0.       0.     109.     109.      95.     -77.
 350 13   86       0.       0.       0.     472.     472.       0.       0.       0.      94.      94.      53.    -101.
 350 14   86       0.       0.       0.     303.     303.       0.       0.       0.      84.      84.      28.     -83.
 350 15   86       0.       0.       0.     164.     164.       0.       0.       0.     101.     101.      51.     -19.
 350 16   86       0.       0.       0.      54.      54.       0.       0.       0.     100.     100.      31.     -72.
 350 17   86       0.       0.       0.       2.       2.       0.       0.       0.      14.      14.      11.     -70.
 350 18   86       0.       0.       0.       0.       0.       0.       0.       0.      20.      20.      27.    -101.
 350 19   86       0.       0.       0.       0.       0.       0.       0.       0.     -17.     -17.       8.    -103.
 350 20   86       0.       0.       0.       0.       0.       0.       0.       0.     -29.     -29.      14.    -240.
 350 21   86       0.       0.       0.       0.       0.       0.       0.       0.     -36.     -36.      19.    -431.
 350 22   86       0.       0.       0.       0.       0.       0.       0.       0.     -21.     -21.      36.    -425.
 350 23   86       0.       0.       0.       0.       0.       0.       0.       0.     -29.     -29.      27.    -375.
 350 24   86       0.       0.       0.       0.       0.       0.       0.       0.     -22.     -22.       9.    -119.
